facility_id,drug_id,batch_no,quantity,expiry_date,last_counted_at,source
f_in_006,d_ors,E26006,1933,2028-11-03,2026-08-17,simulated
f_in_006,d_amoxicillin,B26005,39909,2027-06-10,2026-08-17,simulated
f_in_006,d_ceftriaxone,B26012,74,2027-04-29,2026-08-17,simulated
f_in_006,d_ceftriaxone,E26010,62,2027-05-12,2026-08-17,simulated
f_in_006,d_ceftriaxone,B26011,31,2027-08-16,2026-08-17,simulated
f_in_006,d_salbutamol,B26004,287,2026-10-25,2026-08-17,simulated
f_in_006,d_salbutamol,B26005,260,2027-03-13,2026-08-17,simulated
f_in_006,d_salbutamol,B25002,27,2027-05-12,2026-08-17,simulated
f_in_006,d_salbutamol,B25003,388,2027-07-23,2026-08-17,simulated
f_in_006,d_oxytocin,B26006,76,2027-05-27,2026-08-17,simulated
f_in_006,d_magnesium_sulfate,B26009,32,2028-01-01,2026-08-17,simulated
f_in_006,d_iron_folic,E26010,14241,2027-11-23,2026-08-17,simulated
f_in_006,d_iron_folic,B26011,7198,2028-12-11,2026-08-17,simulated
f_in_006,d_measles_rubella,B26008,28,2027-07-18,2026-08-17,simulated
f_in_006,d_measles_rubella,E26007,57,2027-07-25,2026-08-17,simulated
f_in_006,d_insulin,B26009,88,2028-03-11,2026-08-17,simulated
f_in_006,d_metformin,B26006,21192,2028-03-15,2026-08-17,simulated
f_in_006,d_amlodipine,B26006,13691,2028-10-18,2026-08-17,simulated
f_in_006,d_paracetamol,E26012,7240,2028-09-20,2026-08-17,simulated
f_in_007,d_ors,E26011,1315,2027-11-03,2026-08-17,simulated
f_in_007,d_amoxicillin,B26004,24788,2026-11-05,2026-08-17,simulated
f_in_007,d_ceftriaxone,E26010,123,2027-11-21,2026-08-17,simulated
f_in_007,d_salbutamol,B26006,116,2026-12-02,2026-08-17,simulated
f_in_007,d_salbutamol,B26007,53,2027-06-07,2026-08-17,simulated
f_in_007,d_rhz_fdc,B26009,812,2027-03-14,2026-08-17,simulated
f_in_007,d_magnesium_sulfate,E26009,42,2028-07-10,2026-08-17,simulated
f_in_007,d_iron_folic,B26005,39175,2028-04-02,2026-08-17,simulated
f_in_007,d_measles_rubella,B26007,39,2026-11-08,2026-08-17,simulated
f_in_007,d_measles_rubella,E26006,48,2026-12-14,2026-08-17,simulated
f_in_007,d_insulin,B26007,13,2026-11-24,2026-08-17,simulated
f_in_007,d_metformin,B26003,1263,2027-01-22,2026-08-17,simulated
f_in_007,d_metformin,B25002,58216,2027-07-05,2026-08-17,simulated
f_in_007,d_amlodipine,B26011,5436,2027-08-24,2026-08-17,simulated
f_in_007,d_amlodipine,E26010,845,2028-08-08,2026-08-17,simulated
f_in_007,d_paracetamol,B26006,11244,2028-07-20,2026-08-17,simulated
f_in_008,d_al_fdc,B26007,1400,2027-06-09,2026-08-17,simulated
f_in_008,d_asv,B26006,47,2027-05-20,2026-08-17,simulated
f_in_008,d_ors,B26012,610,2028-11-03,2026-08-17,simulated
f_in_008,d_amoxicillin,B26010,7195,2027-05-28,2026-08-17,simulated
f_in_008,d_ceftriaxone,E26010,442,2027-11-11,2026-08-17,simulated
f_in_008,d_salbutamol,B26005,95,2027-02-15,2026-08-17,simulated
f_in_008,d_salbutamol,B26006,219,2027-04-10,2026-08-17,simulated
f_in_008,d_rhz_fdc,B26007,56,2026-12-06,2026-08-17,simulated
f_in_008,d_oxytocin,B26006,213,2027-08-13,2026-08-17,simulated
f_in_008,d_oxytocin,E26005,24,2027-10-26,2026-08-17,simulated
f_in_008,d_magnesium_sulfate,B25001,13,2027-01-08,2026-08-17,simulated
f_in_008,d_magnesium_sulfate,B-OPEN,138,2027-01-22,2026-08-17,simulated
f_in_008,d_magnesium_sulfate,B25003,173,2027-05-20,2026-08-17,simulated
f_in_008,d_magnesium_sulfate,B26005,119,2027-12-04,2026-08-17,simulated
f_in_008,d_magnesium_sulfate,B26006,78,2028-07-04,2026-08-17,simulated
f_in_008,d_iron_folic,E26009,34084,2028-08-15,2026-08-17,simulated
f_in_008,d_measles_rubella,B26006,10,2026-09-23,2026-08-17,simulated
f_in_008,d_insulin,B26006,142,2027-10-26,2026-08-17,simulated
f_in_008,d_paracetamol,B25003,38158,2028-05-09,2026-08-17,simulated
f_in_009,d_al_fdc,B26005,2412,2028-02-18,2026-08-17,simulated
f_in_009,d_asv,B26008,192,2027-12-01,2026-08-17,simulated
f_in_009,d_ors,B26009,409,2027-03-13,2026-08-17,simulated
f_in_009,d_amoxicillin,B26011,6442,2027-03-12,2026-08-17,simulated
f_in_009,d_amoxicillin,E26009,14337,2027-08-01,2026-08-17,simulated
f_in_009,d_ceftriaxone,E26005,191,2027-01-18,2026-08-17,simulated
f_in_009,d_ceftriaxone,B26006,439,2027-04-17,2026-08-17,simulated
f_in_009,d_salbutamol,B26007,70,2027-08-01,2026-08-17,simulated
f_in_009,d_rhz_fdc,B25005,2007,2027-05-17,2026-08-17,simulated
f_in_009,d_rhz_fdc,B26006,2013,2027-08-26,2026-08-17,simulated
f_in_009,d_rhz_fdc,B26007,3061,2027-09-17,2026-08-17,simulated
f_in_009,d_magnesium_sulfate,B26005,54,2027-12-31,2026-08-17,simulated
f_in_009,d_iron_folic,E26009,23236,2028-05-05,2026-08-17,simulated
f_in_009,d_measles_rubella,B26007,119,2027-01-10,2026-08-17,simulated
f_in_009,d_measles_rubella,B26006,15,2027-05-08,2026-08-17,simulated
f_in_009,d_insulin,B26006,117,2027-07-23,2026-08-17,simulated
f_in_009,d_metformin,E26007,15870,2027-09-12,2026-08-17,simulated
f_in_009,d_amlodipine,B26010,14868,2028-12-16,2026-08-17,simulated
f_in_009,d_paracetamol,B25002,5571,2026-12-28,2026-08-17,simulated
f_in_009,d_paracetamol,B26006,50462,2027-04-02,2026-08-17,simulated
f_in_009,d_paracetamol,B26005,17087,2027-07-11,2026-08-17,simulated
f_in_009,d_paracetamol,B25003,56311,2028-04-01,2026-08-17,simulated
f_in_010,d_al_fdc,B26002,1118,2026-10-05,2026-08-17,simulated
f_in_010,d_al_fdc,B26004,2961,2027-07-21,2026-08-17,simulated
f_in_010,d_al_fdc,B26003,1482,2027-10-13,2026-08-17,simulated
f_in_010,d_asv,B25003,40,2027-05-20,2026-08-17,simulated
f_in_010,d_ors,E26008,1767,2028-03-14,2026-08-17,simulated
f_in_010,d_amoxicillin,B26004,65923,2027-07-03,2026-08-17,simulated
f_in_010,d_ceftriaxone,B26004,196,2026-09-29,2026-08-17,simulated
f_in_010,d_ceftriaxone,B25001,1144,2027-02-06,2026-08-17,simulated
f_in_010,d_ceftriaxone,B26006,550,2027-02-14,2026-08-17,simulated
f_in_010,d_ceftriaxone,B26005,721,2027-09-03,2026-08-17,simulated
f_in_010,d_salbutamol,B25002,55,2026-10-12,2026-08-17,simulated
f_in_010,d_salbutamol,B26005,547,2026-11-03,2026-08-17,simulated
f_in_010,d_salbutamol,B26006,155,2027-03-21,2026-08-17,simulated
f_in_010,d_rhz_fdc,B26008,702,2028-01-14,2026-08-17,simulated
f_in_010,d_oxytocin,B26004,329,2027-12-12,2026-08-17,simulated
f_in_010,d_magnesium_sulfate,B26004,90,2027-02-09,2026-08-17,simulated
f_in_010,d_magnesium_sulfate,B25003,66,2028-02-14,2026-08-17,simulated
f_in_010,d_magnesium_sulfate,B26005,61,2028-02-29,2026-08-17,simulated
f_in_010,d_iron_folic,B26005,31660,2027-11-06,2026-08-17,simulated
f_in_010,d_iron_folic,B26004,43785,2028-07-05,2026-08-17,simulated
f_in_010,d_measles_rubella,B25004,7,2026-11-17,2026-08-17,simulated
f_in_010,d_measles_rubella,B26006,175,2027-08-31,2026-08-17,simulated
f_in_010,d_insulin,B26009,12,2027-05-24,2026-08-17,simulated
f_in_010,d_metformin,B26008,1598,2027-12-18,2026-08-17,simulated
f_in_010,d_amlodipine,B26009,13132,2028-01-06,2026-08-17,simulated
f_in_011,d_al_fdc,B25003,5840,2026-10-12,2026-08-17,simulated
f_in_011,d_al_fdc,B26004,1860,2027-05-24,2026-08-17,simulated
f_in_011,d_asv,B26006,1,2027-05-18,2026-08-17,simulated
f_in_011,d_asv,B26005,31,2027-08-31,2026-08-17,simulated
f_in_011,d_ors,B26006,2572,2027-12-23,2026-08-17,simulated
f_in_011,d_ceftriaxone,B25002,1290,2026-12-13,2026-08-17,simulated
f_in_011,d_ceftriaxone,B25003,1156,2026-12-26,2026-08-17,simulated
f_in_011,d_ceftriaxone,B26006,1306,2027-06-24,2026-08-17,simulated
f_in_011,d_ceftriaxone,B26005,1432,2027-07-02,2026-08-17,simulated
f_in_011,d_salbutamol,E26008,166,2027-03-20,2026-08-17,simulated
f_in_011,d_salbutamol,B26009,41,2027-10-07,2026-08-17,simulated
f_in_011,d_oxytocin,B26008,79,2027-08-25,2026-08-17,simulated
f_in_011,d_magnesium_sulfate,E26007,26,2028-01-29,2026-08-17,simulated
f_in_011,d_measles_rubella,E26007,64,2027-04-01,2026-08-17,simulated
f_in_011,d_measles_rubella,B26008,55,2027-05-11,2026-08-17,simulated
f_in_011,d_insulin,B26005,415,2027-10-17,2026-08-17,simulated
f_in_011,d_metformin,E26009,13408,2027-12-17,2026-08-17,simulated
f_in_011,d_amlodipine,B26005,42253,2027-02-12,2026-08-17,simulated
f_in_011,d_amlodipine,B25003,51947,2027-03-25,2026-08-17,simulated
f_in_011,d_amlodipine,B26006,38429,2028-11-04,2026-08-17,simulated
f_in_013,d_ors,B26004,41353,2027-02-28,2026-08-17,simulated
f_in_013,d_ors,B26005,178051,2028-10-13,2026-08-17,simulated
f_in_013,d_amoxicillin,E26008,131744,2026-12-25,2026-08-17,simulated
f_in_013,d_ceftriaxone,B26006,3318,2026-10-17,2026-08-17,simulated
f_in_013,d_ceftriaxone,B26007,6931,2027-01-12,2026-08-17,simulated
f_in_013,d_ceftriaxone,B26005,4977,2027-08-16,2026-08-17,simulated
f_in_013,d_salbutamol,B26007,125,2026-09-07,2026-08-17,simulated
f_in_013,d_salbutamol,B26008,1408,2027-08-18,2026-08-17,simulated
f_in_013,d_salbutamol,B26009,1757,2028-01-30,2026-08-17,simulated
f_in_013,d_rhz_fdc,B26009,19516,2027-06-01,2026-08-17,simulated
f_in_013,d_rhz_fdc,B26006,1983,2027-08-07,2026-08-17,simulated
f_in_013,d_magnesium_sulfate,B26004,1173,2028-05-12,2026-08-17,simulated
f_in_013,d_measles_rubella,E26007,538,2027-04-06,2026-08-17,simulated
f_in_013,d_metformin,B26008,34230,2028-06-16,2026-08-17,simulated
f_in_013,d_amlodipine,B26004,51742,2026-12-20,2026-08-17,simulated
f_in_013,d_amlodipine,B26005,1013589,2027-02-25,2026-08-17,simulated
f_in_014,d_amoxicillin,B26006,50321,2027-06-25,2026-08-17,simulated
f_in_014,d_ceftriaxone,B26007,2452,2027-03-25,2026-08-17,simulated
f_in_014,d_salbutamol,B26002,807,2027-08-10,2026-08-17,simulated
f_in_014,d_rhz_fdc,B25003,1448,2027-02-03,2026-08-17,simulated
f_in_014,d_oxytocin,B26006,1176,2027-07-10,2026-08-17,simulated
f_in_014,d_magnesium_sulfate,B26006,491,2028-02-02,2026-08-17,simulated
f_in_014,d_magnesium_sulfate,B-OPEN,774,2028-02-04,2026-08-17,simulated
f_in_014,d_iron_folic,B26008,47904,2027-09-23,2026-08-17,simulated
f_in_014,d_iron_folic,B26006,213015,2028-06-20,2026-08-17,simulated
f_in_014,d_measles_rubella,B25003,239,2026-10-28,2026-08-17,simulated
f_in_014,d_measles_rubella,B26004,571,2027-04-01,2026-08-17,simulated
f_in_014,d_measles_rubella,B26005,401,2027-05-10,2026-08-17,simulated
f_in_014,d_metformin,B26009,30243,2028-04-07,2026-08-17,simulated
f_in_014,d_amlodipine,B26008,9132,2028-02-18,2026-08-17,simulated
f_in_015,d_al_fdc,B25003,3900,2026-09-07,2026-08-17,simulated
f_in_015,d_al_fdc,B-OPEN,12943,2027-02-08,2026-08-17,simulated
f_in_015,d_al_fdc,B26005,3185,2027-04-25,2026-08-17,simulated
f_in_015,d_asv,E26007,210,2027-09-14,2026-08-17,simulated
f_in_015,d_ors,E26010,2706,2028-06-14,2026-08-17,simulated
f_in_015,d_amoxicillin,B26008,78369,2026-12-29,2026-08-17,simulated
f_in_015,d_amoxicillin,B26009,43301,2027-02-02,2026-08-17,simulated
f_in_015,d_amoxicillin,B25005,16196,2027-03-28,2026-08-17,simulated
f_in_015,d_amoxicillin,B26007,118846,2027-03-29,2026-08-17,simulated
f_in_015,d_ceftriaxone,B26006,390,2026-11-17,2026-08-17,simulated
f_in_015,d_salbutamol,B26006,855,2027-06-21,2026-08-17,simulated
f_in_015,d_rhz_fdc,B26007,5716,2027-01-19,2026-08-17,simulated
f_in_015,d_magnesium_sulfate,B25002,51,2027-03-31,2026-08-17,simulated
f_in_015,d_magnesium_sulfate,B26004,422,2027-07-01,2026-08-17,simulated
f_in_015,d_magnesium_sulfate,B26005,313,2027-08-14,2026-08-17,simulated
f_in_015,d_magnesium_sulfate,B25003,489,2027-12-23,2026-08-17,simulated
f_in_015,d_iron_folic,B26005,9296,2027-11-02,2026-08-17,simulated
f_in_015,d_iron_folic,B26006,146900,2028-08-28,2026-08-17,simulated
f_in_015,d_measles_rubella,B26007,380,2027-05-28,2026-08-17,simulated
f_in_015,d_insulin,B25002,587,2027-01-15,2026-08-17,simulated
f_in_015,d_insulin,B25003,382,2027-02-03,2026-08-17,simulated
f_in_015,d_insulin,B26007,508,2027-07-09,2026-08-17,simulated
f_in_015,d_insulin,B26005,523,2027-08-27,2026-08-17,simulated
f_in_015,d_insulin,B26006,733,2027-12-17,2026-08-17,simulated
f_in_015,d_metformin,B26004,20369,2028-02-05,2026-08-17,simulated
f_in_015,d_metformin,B26003,133027,2028-06-10,2026-08-17,simulated
f_in_015,d_metformin,B26005,93812,2028-08-23,2026-08-17,simulated
f_in_015,d_amlodipine,B26006,14809,2028-03-11,2026-08-17,simulated
f_in_016,d_asv,E26010,96,2027-07-29,2026-08-17,simulated
f_in_016,d_ors,E26008,3153,2028-07-10,2026-08-17,simulated
f_in_016,d_amoxicillin,B26010,12925,2027-06-13,2026-08-17,simulated
f_in_016,d_ceftriaxone,E26009,231,2027-06-25,2026-08-17,simulated
f_in_016,d_ceftriaxone,B26011,298,2027-11-10,2026-08-17,simulated
f_in_016,d_salbutamol,E26004,4,2027-08-22,2026-08-17,simulated
f_in_016,d_rhz_fdc,B26008,848,2027-05-31,2026-08-17,simulated
f_in_016,d_iron_folic,B26006,20163,2027-10-20,2026-08-17,simulated
f_in_016,d_iron_folic,B25004,35932,2028-01-31,2026-08-17,simulated
f_in_016,d_measles_rubella,E26006,40,2027-04-18,2026-08-17,simulated
f_in_016,d_insulin,E26007,81,2027-04-02,2026-08-17,simulated
f_in_016,d_insulin,B26008,6,2027-08-26,2026-08-17,simulated
f_in_016,d_metformin,B26007,6248,2027-09-20,2026-08-17,simulated
f_in_016,d_metformin,B25003,13404,2027-10-12,2026-08-17,simulated
f_in_016,d_metformin,B26005,24689,2027-12-09,2026-08-17,simulated
f_in_016,d_metformin,B-OPEN,1292,2027-12-10,2026-08-17,simulated
f_in_016,d_amlodipine,B26006,8263,2027-09-03,2026-08-17,simulated
f_in_016,d_amlodipine,B25004,24310,2027-11-12,2026-08-17,simulated
f_in_016,d_amlodipine,B25005,26267,2028-04-30,2026-08-17,simulated
f_in_016,d_paracetamol,B26007,7022,2028-11-20,2026-08-17,simulated
f_in_017,d_al_fdc,B26008,550,2027-02-16,2026-08-17,simulated
f_in_017,d_asv,B26005,175,2027-12-07,2026-08-17,simulated
f_in_017,d_ors,B26007,150,2028-02-05,2026-08-17,simulated
f_in_017,d_ors,E26006,2921,2028-09-05,2026-08-17,simulated
f_in_017,d_amoxicillin,B26007,12317,2027-06-11,2026-08-17,simulated
f_in_017,d_amoxicillin,B26008,15215,2028-02-06,2026-08-17,simulated
f_in_017,d_ceftriaxone,B26004,878,2026-09-23,2026-08-17,simulated
f_in_017,d_ceftriaxone,B26005,783,2027-01-25,2026-08-17,simulated
f_in_017,d_ceftriaxone,B25003,84,2027-03-13,2026-08-17,simulated
f_in_017,d_salbutamol,B26006,315,2026-10-19,2026-08-17,simulated
f_in_017,d_salbutamol,B25003,26,2026-11-29,2026-08-17,simulated
f_in_017,d_salbutamol,B-OPEN,94,2026-12-05,2026-08-17,simulated
f_in_017,d_salbutamol,B26008,61,2027-04-25,2026-08-17,simulated
f_in_017,d_salbutamol,B26007,172,2028-01-02,2026-08-17,simulated
f_in_017,d_oxytocin,E26009,46,2027-11-11,2026-08-17,simulated
f_in_017,d_iron_folic,B26006,44972,2027-11-17,2026-08-17,simulated
f_in_017,d_measles_rubella,E26009,111,2027-07-20,2026-08-17,simulated
f_in_017,d_insulin,B26004,264,2027-07-06,2026-08-17,simulated
f_in_017,d_metformin,B26006,23605,2027-10-05,2026-08-17,simulated
f_in_017,d_amlodipine,B26009,9949,2028-03-10,2026-08-17,simulated
f_in_017,d_amlodipine,B26008,3163,2028-09-03,2026-08-17,simulated
f_in_018,d_al_fdc,B25002,1236,2026-09-25,2026-08-17,simulated
f_in_018,d_al_fdc,B25003,6719,2027-07-17,2026-08-17,simulated
f_in_018,d_al_fdc,B26004,1498,2027-07-20,2026-08-17,simulated
f_in_018,d_asv,B26006,87,2028-01-15,2026-08-17,simulated
f_in_018,d_ors,E26009,1798,2027-10-21,2026-08-17,simulated
f_in_018,d_amoxicillin,E26004,7156,2026-12-22,2026-08-17,simulated
f_in_018,d_amoxicillin,B26005,52764,2027-01-16,2026-08-17,simulated
f_in_018,d_ceftriaxone,E26008,27,2027-10-17,2026-08-17,simulated
f_in_018,d_salbutamol,B26005,118,2026-12-28,2026-08-17,simulated
f_in_018,d_salbutamol,B25003,40,2027-02-27,2026-08-17,simulated
f_in_018,d_salbutamol,B26006,510,2027-12-23,2026-08-17,simulated
f_in_018,d_rhz_fdc,B26004,670,2027-03-30,2026-08-17,simulated
f_in_018,d_rhz_fdc,B26003,14022,2027-05-06,2026-08-17,simulated
f_in_018,d_oxytocin,E26010,157,2027-07-04,2026-08-17,simulated
f_in_018,d_magnesium_sulfate,B25001,41,2027-08-15,2026-08-17,simulated
f_in_018,d_magnesium_sulfate,B26006,148,2027-12-08,2026-08-17,simulated
f_in_018,d_measles_rubella,B26006,84,2026-09-26,2026-08-17,simulated
f_in_018,d_measles_rubella,B26007,71,2027-02-23,2026-08-17,simulated
f_in_018,d_insulin,B26005,121,2027-07-04,2026-08-17,simulated
f_in_018,d_insulin,B26006,190,2027-12-27,2026-08-17,simulated
f_in_018,d_metformin,B26008,21578,2027-03-30,2026-08-17,simulated
f_in_018,d_metformin,B25001,63157,2027-07-18,2026-08-17,simulated
f_in_018,d_metformin,B26006,25188,2028-07-01,2026-08-17,simulated
f_in_018,d_amlodipine,B26006,56457,2027-09-11,2026-08-17,simulated
f_in_019,d_amoxicillin,B26008,4121,2027-04-02,2026-08-17,simulated
f_in_019,d_amoxicillin,B26009,9109,2027-04-18,2026-08-17,simulated
f_in_019,d_ceftriaxone,B26007,104,2026-11-28,2026-08-17,simulated
f_in_019,d_ceftriaxone,E26006,307,2027-08-31,2026-08-17,simulated
f_in_019,d_salbutamol,B26009,3,2027-04-19,2026-08-17,simulated
f_in_019,d_salbutamol,E26008,152,2027-06-25,2026-08-17,simulated
f_in_019,d_rhz_fdc,B26005,1468,2027-09-24,2026-08-17,simulated
f_in_019,d_magnesium_sulfate,B26008,36,2027-02-16,2026-08-17,simulated
f_in_019,d_magnesium_sulfate,B25004,51,2027-10-20,2026-08-17,simulated
f_in_019,d_magnesium_sulfate,B26006,45,2027-11-04,2026-08-17,simulated
f_in_019,d_magnesium_sulfate,B26009,79,2028-06-22,2026-08-17,simulated
f_in_019,d_magnesium_sulfate,B26007,63,2028-08-05,2026-08-17,simulated
f_in_019,d_iron_folic,B26006,17612,2027-09-23,2026-08-17,simulated
f_in_019,d_iron_folic,B26007,82213,2028-03-27,2026-08-17,simulated
f_in_019,d_measles_rubella,B26008,49,2027-02-21,2026-08-17,simulated
f_in_019,d_insulin,E26008,54,2027-07-17,2026-08-17,simulated
f_in_019,d_insulin,B26009,14,2027-08-28,2026-08-17,simulated
f_in_019,d_metformin,E26007,13707,2028-04-05,2026-08-17,simulated
f_in_019,d_amlodipine,B25002,14140,2027-07-15,2026-08-17,simulated
f_in_019,d_amlodipine,B26007,39665,2027-11-09,2026-08-17,simulated
f_in_019,d_amlodipine,B25005,28755,2027-12-10,2026-08-17,simulated
f_in_020,d_asv,B26009,38,2027-05-10,2026-08-17,simulated
f_in_020,d_asv,B26008,25,2027-09-02,2026-08-17,simulated
f_in_020,d_ors,E26007,2029,2027-12-01,2026-08-17,simulated
f_in_020,d_amoxicillin,B26007,22057,2026-12-21,2026-08-17,simulated
f_in_020,d_ceftriaxone,E26007,46,2027-10-27,2026-08-17,simulated
f_in_020,d_salbutamol,E26007,138,2027-09-16,2026-08-17,simulated
f_in_020,d_rhz_fdc,B26008,795,2027-04-17,2026-08-17,simulated
f_in_020,d_oxytocin,B26005,302,2027-02-10,2026-08-17,simulated
f_in_020,d_oxytocin,E26003,124,2027-05-27,2026-08-17,simulated
f_in_020,d_magnesium_sulfate,B26004,31,2028-03-04,2026-08-17,simulated
f_in_020,d_iron_folic,B25001,413,2027-10-13,2026-08-17,simulated
f_in_020,d_iron_folic,B25002,69036,2027-11-24,2026-08-17,simulated
f_in_020,d_iron_folic,B26005,73917,2028-02-20,2026-08-17,simulated
f_in_020,d_measles_rubella,B26010,81,2026-10-11,2026-08-17,simulated
f_in_020,d_measles_rubella,B26011,40,2027-01-16,2026-08-17,simulated
f_in_020,d_insulin,B25003,108,2027-01-05,2026-08-17,simulated
f_in_020,d_insulin,B26004,349,2027-10-31,2026-08-17,simulated
f_in_020,d_metformin,E26009,895,2027-06-25,2026-08-17,simulated
f_in_020,d_amlodipine,B26010,1945,2028-08-25,2026-08-17,simulated
